"","enrolled_at","unenrolled_at","fully_participated_at","purchased_statement_at","gender","country","age_range","highest_education_level","employment_status","employment_area","detected_country"
"13776",1,0,0,0,0,"GB","36-45","university_degree","working_part_time","recruitment_and_pr","GB"
"13786",1,1,0,0,0,"GB",">65","university_degree","retired","teaching_and_education","GB"
"13788",1,0,1,0,0,"GB",">65","university_masters","retired","teaching_and_education","GB"
"13808",1,0,0,0,1,"PT","56-65","university_masters","working_full_time","it_and_information_services","PT"
"13811",1,0,0,0,0,"GB","36-45","university_degree","working_full_time","public_sector","GB"
"13817",1,0,0,0,0,"GB","56-65","university_masters","retired","public_sector","GB"
"13824",1,0,0,0,0,"GB","26-35","university_degree","working_full_time","marketing_advertising_and_pr","GB"
"13842",1,0,0,0,1,"GR","36-45","university_degree","self_employed","law","GR"
"13844",1,0,1,0,0,"GB","46-55","university_doctorate","working_full_time","teaching_and_education","GB"
"13845",1,0,0,0,1,"GB","46-55","university_degree","working_full_time","it_and_information_services","GB"
"13848",1,0,0,0,1,"GB",">65","professional","retired","accountancy_banking_and_finance","GB"
"13849",1,0,1,0,1,"GB",">65","university_doctorate","retired","science_and_pharmaceuticals","GB"
"13861",1,0,1,0,0,"GB","26-35","university_degree","working_full_time","it_and_information_services","GB"
"13865",1,0,0,0,1,"IN","46-55","university_doctorate","looking_for_work","media_and_publishing","IN"
"13867",1,0,0,0,1,"NG","26-35","tertiary","unemployed","it_and_information_services","NG"
"13873",1,0,0,0,0,"GB",">65","university_degree","retired","it_and_information_services","GB"
"13874",1,0,0,0,1,"SA","36-45","university_masters","working_full_time","teaching_and_education","SA"
"13898",1,0,0,0,1,"GB","56-65","university_masters","working_full_time","it_and_information_services","GB"
"13903",1,0,0,0,0,"BY","26-35","university_doctorate","working_full_time","teaching_and_education","BY"
"13911",1,0,1,0,0,"US","56-65","university_degree","retired","public_sector","US"
"13921",1,0,0,0,0,"GB","56-65","professional","not_working","law","GB"
"13924",1,0,1,0,1,"GB",">65","university_degree","retired","it_and_information_services","GB"
"13930",1,1,0,0,0,"AU",">65","tertiary","self_employed","business_consulting_and_management","AU"
"13954",1,0,1,0,0,"DE","56-65","university_degree","self_employed","it_and_information_services","DE"
"13956",1,0,1,0,1,"KR","46-55","university_doctorate","working_full_time","teaching_and_education","KR"
"13957",1,0,0,0,1,"NL","56-65","university_masters","retired","law","NL"
"13992",1,0,1,0,0,"GB","56-65","university_masters","working_part_time","public_sector","GB"
"14001",1,0,0,0,0,"NG","26-35","university_degree","looking_for_work","engineering_and_manufacturing","NG"
"14005",1,0,0,0,1,"PT","36-45","university_degree","working_full_time","public_sector","PT"
"14017",1,0,0,0,0,"GB","46-55","university_masters","working_full_time","charities_and_voluntary_work","GB"
"14018",1,0,0,0,0,"GB","56-65","university_degree","working_full_time","health_and_social_care","GB"
"14022",1,0,1,0,1,"IR","36-45","university_degree","working_full_time","engineering_and_manufacturing","AE"
"14042",1,0,0,0,1,"GB","46-55","tertiary","working_full_time","it_and_information_services","GB"
"14043",1,0,0,0,1,"GB","46-55","university_degree","working_full_time","it_and_information_services","GB"
"14052",1,0,0,0,1,"GB",">65","university_masters","retired","teaching_and_education","GB"
"14070",1,0,1,0,1,"GB",">65","secondary","working_part_time","transport_and_logistics","GB"
"14074",1,0,1,0,1,"GB","46-55","university_degree","working_full_time","public_sector","GB"
"14076",1,0,0,0,1,"GB","56-65","university_degree","self_employed","property_and_construction","GB"
"14082",1,0,1,0,0,"GB","36-45","university_degree","working_full_time","teaching_and_education","GB"
"14090",1,0,1,1,1,"GB","56-65","tertiary","working_part_time","retail_and_sales","GB"
"14103",1,0,1,0,1,"GB","56-65","university_degree","working_part_time","accountancy_banking_and_finance","GB"
"14121",1,0,0,0,1,"SG","26-35","university_degree","working_full_time","science_and_pharmaceuticals","SG"
"14125",1,0,1,1,0,"GB","56-65","university_masters","self_employed","health_and_social_care","GB"
"14129",1,0,1,0,1,"GB",">65","professional","retired","environment_and_agriculture","GB"
"14131",1,0,0,0,1,"ZM","36-45","university_degree","working_full_time","it_and_information_services","ZM"
"14135",1,0,0,0,0,"GB",">65","tertiary","looking_for_work","teaching_and_education","GB"
"14146",1,0,0,0,1,"HK","56-65","university_masters","retired","teaching_and_education","HK"
"14149",1,1,0,0,1,"GB","46-55","university_degree","self_employed","creative_arts_and_culture","GB"
"14163",1,0,0,0,0,"GB",">65","secondary","retired","charities_and_voluntary_work","GB"
"14164",1,0,1,0,1,"GR","46-55","university_degree","unemployed","it_and_information_services","GR"
"14170",1,1,0,0,0,"CH","56-65","university_degree","working_part_time","creative_arts_and_culture","CH"
"14171",1,0,0,0,1,"IN","36-45","university_masters","looking_for_work","accountancy_banking_and_finance","IN"
"14175",1,0,1,0,1,"GB",">65","university_degree","working_full_time","health_and_social_care","GB"
"14182",1,0,1,0,1,"DE","56-65","university_masters","working_full_time","engineering_and_manufacturing","DE"
"14187",1,0,1,0,0,"GB",">65","university_degree","not_working","teaching_and_education","GB"
"14205",1,1,0,0,0,"GB","26-35","university_degree","self_employed","creative_arts_and_culture","GB"
"14210",1,0,0,0,0,"GB",">65","university_degree","working_full_time","it_and_information_services","GB"
"14238",1,0,0,0,0,"GB",">65","university_masters","retired","public_sector","--"
"14255",1,1,0,0,1,"GB","46-55","university_degree","working_full_time","public_sector","GB"
"14270",1,1,1,0,1,"GB",">65","university_masters","retired","science_and_pharmaceuticals","GB"
"14282",1,0,0,0,1,"TR","26-35","secondary","looking_for_work","it_and_information_services","TR"
"14285",1,0,1,0,1,"GB","56-65","university_masters","retired","marketing_advertising_and_pr","GB"
"14298",1,0,0,0,0,"BY","18-25","university_degree","full_time_student","it_and_information_services","BY"
"14312",1,0,0,0,0,"PT","46-55","university_masters","working_part_time","teaching_and_education","PT"
"14313",1,0,1,0,1,"GB",">65","secondary","retired","transport_and_logistics","GB"
"14323",1,0,0,0,0,"GB","26-35","university_masters","full_time_student","teaching_and_education","GB"
"14325",1,0,1,0,0,"GB","36-45","university_degree","working_full_time","teaching_and_education","GB"
"14330",1,1,0,0,0,"GB","36-45","university_degree","not_working","health_and_social_care","GB"
"14344",1,0,0,0,1,"GB","56-65","tertiary","self_employed","media_and_publishing","GB"
"14352",1,0,1,0,1,"GB","56-65","university_degree","working_full_time","business_consulting_and_management","GB"
"14363",1,1,0,0,1,"NZ","46-55","university_masters","working_full_time","public_sector","NZ"
"14376",1,0,1,0,0,"GB","46-55","university_degree","full_time_student","law","GB"
"14377",1,0,0,0,1,"GB","46-55","university_masters","working_full_time","it_and_information_services","GB"
"14379",1,0,0,0,0,"GB",">65","professional","working_full_time","health_and_social_care","GB"
"14381",1,0,1,0,1,"GB","56-65","university_masters","working_full_time","science_and_pharmaceuticals","GB"
